policy_state_IL,policy_state_IN,policy_state_OH,insured_sex_FEMALE,insured_sex_MALE,insured_education_level_Associate,insured_education_level_College,insured_education_level_High School,insured_education_level_JD,insured_education_level_MD,insured_education_level_Masters,insured_education_level_PhD,insured_occupation_adm-clerical,insured_occupation_armed-forces,insured_occupation_craft-repair,insured_occupation_exec-managerial,insured_occupation_farming-fishing,insured_occupation_handlers-cleaners,insured_occupation_machine-op-inspct,insured_occupation_other-service,insured_occupation_priv-house-serv,insured_occupation_prof-specialty,insured_occupation_protective-serv,insured_occupation_sales,insured_occupation_tech-support,insured_occupation_transport-moving,insured_hobbies_base-jumping,insured_hobbies_basketball,insured_hobbies_board-games,insured_hobbies_bungie-jumping,insured_hobbies_camping,insured_hobbies_chess,insured_hobbies_cross-fit,insured_hobbies_dancing,insured_hobbies_exercise,insured_hobbies_golf,insured_hobbies_hiking,insured_hobbies_kayaking,insured_hobbies_movies,insured_hobbies_paintball,insured_hobbies_polo,insured_hobbies_reading,insured_hobbies_skydiving,insured_hobbies_sleeping,insured_hobbies_video-games,insured_hobbies_yachting,insured_relationship_husband,insured_relationship_not-in-family,insured_relationship_other-relative,insured_relationship_own-child,insured_relationship_unmarried,insured_relationship_wife,incident_type_Multi-vehicle Collision,incident_type_Parked Car,incident_type_Single Vehicle Collision,incident_type_Vehicle Theft,incident_severity_Major Damage,incident_severity_Minor Damage,incident_severity_Total Loss,incident_severity_Trivial Damage,authorities_contacted_Ambulance,authorities_contacted_Fire,authorities_contacted_None,authorities_contacted_Other,authorities_contacted_Police,incident_state_NC,incident_state_NY,incident_state_OH,incident_state_PA,incident_state_SC,incident_state_VA,incident_state_WV,incident_city_Arlington,incident_city_Columbus,incident_city_Hillsdale,incident_city_Northbend,incident_city_Northbrook,incident_city_Riverwood,incident_city_Springfield,auto_make_Accura,auto_make_Audi,auto_make_BMW,auto_make_Chevrolet,auto_make_Dodge,auto_make_Ford,auto_make_Honda,auto_make_Jeep,auto_make_Mercedes,auto_make_Nissan,auto_make_Saab,auto_make_Suburu,auto_make_Toyota,auto_make_Volkswagen,auto_model_3 Series,auto_model_92x,auto_model_93,auto_model_95,auto_model_A3,auto_model_A5,auto_model_Accord,auto_model_C300,auto_model_CRV,auto_model_Camry,auto_model_Civic,auto_model_Corolla,auto_model_E400,auto_model_Escape,auto_model_F150,auto_model_Forrestor,auto_model_Fusion,auto_model_Grand Cherokee,auto_model_Highlander,auto_model_Impreza,auto_model_Jetta,auto_model_Legacy,auto_model_M5,auto_model_MDX,auto_model_ML350,auto_model_Malibu,auto_model_Maxima,auto_model_Neon,auto_model_Passat,auto_model_Pathfinder,auto_model_RAM,auto_model_RSX,auto_model_Silverado,auto_model_TL,auto_model_Tahoe,auto_model_Ultima,auto_model_Wrangler,auto_model_X5,auto_model_X6,csl_per_person_100,csl_per_person_250,csl_per_person_500,csl_per_accident_1000,csl_per_accident_300,csl_per_accident_500,incident_period_of_day_afternoon,incident_period_of_day_early_morning,incident_period_of_day_evening,incident_period_of_day_fore-noon,incident_period_of_day_morning,incident_period_of_day_night,incident_period_of_day_past_midnight,property_damage,police_report_available,collision_en,months_as_customer,age,policy_number,policy_deductable,policy_annual_premium,umbrella_limit,capital-gains,capital-loss,number_of_vehicles_involved,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,vehicle_age,fraud_reported
0,0,2.265997937,2.023249397,0,0,0,0,0,3.27839107,0,0,0,0,0,0,0,0,0,0,4.708768615,0,0,0,0,0,0,6.635044048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.002475094,0,0,2.078619738,0,0,0,2.11270992,0,0,0,0,0,0,0,2.45102548,0,0,0,0,0,0,2.798010775,0,0,0,0,0,3.389089552,0,0,0,0,0,0,4.670035493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.240392342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20785902,0,0,0,2.20785902,2.625443764,0,0,0,0,0,0,0,2.35832391,3.105740297,1.707011297,4.085966987,3.834047378,3.430021828,6.034329499,0,0,-1.805722117,3.166556413,1.272233355,2.894235415,3.36028068,2.948316218,2.937261065,3.129299444,1.59370487,0
0,0,2.265997937,0,2.056380829,0,0,3.119547875,0,0,0,0,0,0,0,4.393224411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.579817583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.363338438,0,2.078619738,0,0,0,2.11270992,0,0,0,0,0,0,0,2.45102548,0,2.53541679,0,0,0,0,0,0,0,0,3.325979541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.965085656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.328009686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.426891647,2.426891647,0,0,0,0,3.657091998,0,0,0,0,0,0,3.105740297,2.032156306,4.653462401,1.309732574,3.430021828,4.795809639,0,1.522034783,-1.32322147,3.166556413,2.544466709,1.929490277,2.973400703,1.423018386,2.83536513,3.020741545,1.239548232,1
0,2.333123038,0,2.023249397,0,0,0,3.119547875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.748555621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.719860189,0,0,0,0,0,0,0,2.871717778,0,0,0,0,0,2.119130518,0,2.11270992,0,0,0,2.844023957,0,0,0,0,0,0,0,0,0,3.745656809,0,0,0,0,0,3.745656809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.965085656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.328009686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.272879768,0,0,0,2.272879768,0,0,0,0,0,0,0,3.10041662,0,2.35832391,3.105740297,1.977965472,4.880460567,3.754185587,1.715010914,4.842351911,0,1.895154961,0,1.055518804,2.544466709,1.929490277,2.81543879,1.347420534,1.342368179,3.217797732,2.124939827,0
2.309401077,0,0,0,2.056380829,0,0,0,3.244257867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.524781272,0,0,0,0,0,0,0,0,0,0,0,0,0,5.329312094,0,0,0,0,0,0,0,0,3.211374674,0,0,0,0,0,2.078619738,0,0,0,0,0,2.531272561,0,2.844023957,0,0,0,0,0,0,0,0,0,0,2.798010775,0,0,0,3.325979541,0,0,0,0,0,0,0,0,0,0,0,0,0,4.595553745,0,0,0,0,0,8.73289574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20785902,0,0,0,2.20785902,0,0,0,0,0,3.591167018,0,0,0,2.070493532,2.176665199,4.426464235,3.55329107,3.430021828,4.529332313,0,0,0,3.166556413,1.272233355,1.929490277,0.805859168,0.94274968,0.46960735,0.750465478,4.072801335,0
0,0,2.265997937,2.023249397,0,0,0,0,0,0,0,3.470735223,0,0,0,4.393224411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.952305446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.363338438,0,2.078619738,0,0,0,2.11270992,0,0,0,0,2.681501176,0,0,0,0,0,0,0,2.458146387,0,0,0,0,0,3.325979541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.393224411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.73289574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20785902,0,0,0,2.20785902,0,0,3.657091998,0,0,0,0,0,2.35832391,2.070493532,1.210261978,3.404972489,3.340689459,3.430021828,6.272212225,0,0,0,3.166556413,0,1.929490277,2.018449142,1.180660567,1.176233503,2.192987563,4.072801335,1
0,0,2.265997937,0,2.056380829,0,0,3.119547875,0,0,0,0,0,0,0,0,0,5.163104064,0,0,0,0,0,0,0,0,0,0,0,0,0,5.794156174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.149082175,2.078619738,0,0,0,0,0,2.531272561,0,2.844023957,0,0,0,0,3.862249041,0,0,0,0,0,0,0,0,3.301878468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.595553745,0,0,0,0,7.154509463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20785902,0,0,0,2.20785902,0,0,0,0,0,3.591167018,0,0,0,2.070493532,2.149569782,4.880460567,1.759174035,1.715010914,6.624777546,1.638620589,0,-1.637577952,4.222075218,0,0,1.803468892,0.949420079,0.945860086,2.015401,4.072801335,1
0,0,2.265997937,2.023249397,0,0,0,3.119547875,0,0,0,0,0,0,4.559722935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.794156174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.149082175,0,4.273374357,0,0,0,0,0,4.393224411,0,0,4.33194431,0,0,0,0,0,0,2.458146387,0,0,0,3.244257867,0,0,0,0,0,0,0,0,4.595553745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.824122436,0,0,0,0,2.272879768,0,0,0,2.272879768,0,0,3.575314211,0,0,0,0,0,0,2.35832391,0,1.264452813,3.972467904,0.617690818,1.715010914,6.608828886,0,0,-1.568127102,1.055518804,0,1.929490277,0.120794404,0.115620244,0.057593354,0.122717625,3.718644697,1
0,0,2.265997937,0,2.056380829,0,3.575314211,0,0,0,0,0,0,0,0,0,0,5.163104064,0,0,0,0,0,0,0,0,0,0,0,5.012317583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.363338438,0,2.078619738,0,0,0,0,0,2.531272561,0,0,0,0,0,2.45102548,0,2.53541679,0,0,0,0,0,0,0,0,3.325979541,0,0,0,0,0,0,0,4.424945709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.313884513,0,0,0,0,0,0,0,0,0,0,0,0,2.20785902,0,0,0,2.20785902,2.625443764,0,0,0,0,0,0,0,0,1.035246766,0.45159029,4.99395965,2.083355538,3.430021828,5.164888557,0,0,-2.405192618,3.166556413,1.272233355,1.929490277,2.580607712,1.358537865,2.706887648,2.52338117,1.770783189,0
0,2.333123038,0,0,2.056380829,0,0,0,3.244257867,0,0,0,5.061013022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.635044048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.211374674,0,0,0,0,0,0,0,2.119130518,0,0,2.30180453,0,0,0,2.681501176,0,0,0,0,2.53541679,0,0,0,0,0,0,0,3.301878468,0,0,0,0,4.78944431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.60970754,0,0,0,0,0,0,0,0,2.20785902,0,0,0,2.20785902,0,0,0,0,0,0,3.10041662,0,0,3.105740297,2.221824228,4.880460567,3.192435264,1.715010914,5.507719546,2.457930883,0,0,1.055518804,2.544466709,0.964745138,2.141355336,1.127297377,1.123070407,2.392993693,2.124939827,0
2.309401077,0,0,2.023249397,0,3.33826818,0,0,0,0,0,0,0,0,0,0,0,0,4.163623061,0,0,0,0,0,0,0,0,0,6.036623604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98588374,0,0,0,0,0,0,2.119130518,0,0,2.30180453,0,0,0,0,0,2.70874539,0,0,2.53541679,0,0,0,0,0,0,0,0,3.325979541,0,0,0,0,0,0,4.595553745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.638788177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20785902,0,0,0,2.20785902,0,0,0,0,0,3.591167018,0,0,0,3.105740297,1.138007532,3.404972489,0.984374419,3.430021828,5.092054898,0,1.71783052,-1.560816486,1.055518804,2.544466709,2.894235415,2.058150799,0.984995539,0.981302151,2.352284481,1.239548232,0
0,0,2.265997937,0,2.056380829,0,0,0,0,0,0,3.470735223,0,0,0,0,0,0,4.163623061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.329312094,0,0,0,0,0,0,0,0,3.211374674,0,0,0,0,0,2.078619738,0,0,0,0,2.30180453,0,0,2.844023957,0,0,0,0,0,0,0,0,0,0,2.798010775,0,0,0,0,3.745656809,0,0,0,0,0,0,0,4.670035493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.240392342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20785902,0,0,0,2.20785902,2.625443764,0,0,0,0,0,0,0,2.35832391,3.105740297,1.210261978,4.085966987,1.85976788,1.715010914,6.507270258,0,0.520890545,-1.626612029,3.166556413,2.544466709,0,3.26060418,2.14564491,2.137599493,3.416033896,3.895723016,0
0,0,0,0,0,0,3.575314211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.078619738,0,0,0,2.11270992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.591167018,0,0,0,1.035246766,1.598629628,3.858968821,3.729154989,3.193350322,6.137326244,0,2.520149729,-1.372604681,3.166556413,2.544466709,0,1.98795489,1.902620051,1.074780595,1.985783573,2.302018146,1
2.309401077,0,0,0,2.056380829,0,0,0,0,0,3.325979541,0,5.061013022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.450028555,3.211374674,0,0,0,0,0,0,0,0,4.217324562,0,0,0,4.393224411,0,0,4.33194431,0,0,0,0,0,0,0,0,2.798010775,0,3.244257867,0,0,0,0,0,0,0,0,0,0,0,0,4.965085656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.217097695,0,0,0,0,2.426891647,2.426891647,0,0,0,3.575314211,0,0,0,0,0,0,0,0,1.941838248,3.972467904,1.307862608,1.715010914,4.890632457,0,1.477703673,-1.586403641,1.055518804,2.544466709,0.964745138,0.111502526,0.048916257,0.097465676,0.116817739,3.010331422,0
